ImageId,EncodedPixels
eea70a7948d25a9a791dbcb39228af4ea4049fe5ebdee9c04884be8cca3da835,111895 6 112412 10 112929 14 113447 17 113966 17 114484 20 115003 20 115521 22 116040 22 116558 23 117077 24 117595 25 118114 25 118633 25 119152 26 119670 27 120189 27 120707 28 121225 29 121744 29 122263 29 122782 29 123301 30 123820 30 124340 29 124860 28 125379 28 125899 27 126418 26 126937 26 127456 25 127975 25 128494 25 129014 24 129533 24 130052 23 130572 21 131094 16
eea70a7948d25a9a791dbcb39228af4ea4049fe5ebdee9c04884be8cca3da835,51715 8 52233 11 52752 12 53270 13 53788 15 54306 16 54825 16 55344 16 55863 16 56382 17 56901 17 57420 17 57939 18 58458 18 58977 19 59496 19 60016 18 60535 18 61054 19 61573 19 62092 19 62611 19 63130 19 63650 18 64169 18 64688 18 65208 17 65727 17 66245 17 66764 17 67273 26 67790 14 67807 9 68307 16 68330 4 68826 16 69344 17 69863 17 70382 17 70901 16 71420 16 71938 17 72457 17 72975 18 73494 18 74012 19 74531 19 75050 19 75569 18 76087 20 76606 20 77125 20 77644 21 78163 22 78682 23 79202 22 79721 23 80240 23 80759 24 81279 22 81798 23 82317 23 82836 23 83355 23 83874 23 84392 25 84911 25 85430 25 85949 25 86468 25 86987 25 87506 25 88025 25 88544 25 89063 24 89582 24 90102 22 90622 21 91142 18 91662 16 92182 13
eea70a7948d25a9a791dbcb39228af4ea4049fe5ebdee9c04884be8cca3da835,72492 6 73009 10 73527 13 74044 16 74563 16 75081 17 75600 18 76119 19 76637 20 77157 20 77676 20 78194 22 78713 22 79233 21 79752 21 80270 22 80789 22 81309 21 81828 21 82346 22 82865 22 83385 21 83904 21 84423 21 84942 21 85461 21 85980 21 86499 21 87018 21 87537 20 88057 19 88576 18 89096 16 89617 13 90138 8
eea70a7948d25a9a791dbcb39228af4ea4049fe5ebdee9c04884be8cca3da835,105196 7 105712 13 106229 18 106747 21 107264 24 107783 25 108302 26 108821 27 109339 29 109858 29 110377 30 110896 30 111415 31 111934 31 112454 31 112973 31 113492 31 114011 31 114531 30 115051 29 115571 28 116090 28 116610 27 117131 24 117651 23 118172 20 118693 17 119214 13 119736 7
eea70a7948d25a9a791dbcb39228af4ea4049fe5ebdee9c04884be8cca3da835,18008 8 18527 9 19045 12 19563 13 20081 15 20599 16 21118 16 21637 16 22156 16 22675 15 23194 13 23713 13 24232 12 24751 12 25270 12 25789 12 26309 10 26830 6 27351 1
eea70a7948d25a9a791dbcb39228af4ea4049fe5ebdee9c04884be8cca3da835,124445 2 124960 11 125474 18 125990 22 126506 26 127023 28 127541 29 128058 32 128575 34 129092 36 129610 37 130128 38 130647 38 131168 34
eea70a7948d25a9a791dbcb39228af4ea4049fe5ebdee9c04884be8cca3da835,70974 8 71490 13 72008 15 72526 17 73044 19 73562 20 74080 21 74599 22 75117 23 75636 23 76154 25 76673 25 77192 25 77711 25 78229 26 78748 26 79267 26 79786 26 80305 26 80824 26 80865 1 81344 24 81377 12 81863 23 81894 16 82382 24 82412 20 82901 24 82929 23 83421 22 83446 25 83940 23 83964 27 84459 51 84979 51 85499 50 86019 50 86540 48 87062 45 87586 40 88107 38 88627 37 89145 37 89664 36 90183 36 90702 36 91220 36 91739 36 92258 35 92777 34 93297 32 93816 30 94336 28 94856 25 95375 24 95895 21 96415 19 96936 15 97457 11
eea70a7948d25a9a791dbcb39228af4ea4049fe5ebdee9c04884be8cca3da835,54892 12 55409 17 55927 22 56445 25 56962 28 57481 29 57999 32 58518 32 59037 32 59556 33 60075 33 60594 33 61113 33 61633 32 62152 32 62672 31 63192 29 63712 28 64232 26 64752 24 65273 21 65794 17 66317 8
eea70a7948d25a9a791dbcb39228af4ea4049fe5ebdee9c04884be8cca3da835,5590 4 6108 7 6625 10 7142 13 7661 14 8179 15 8698 16 9217 16 9736 16 10255 16 10774 17 11293 17 11811 18 12329 19 12847 20 13366 19 13885 19 14405 18 14924 18 15444 14 15964 11 16487 3
eea70a7948d25a9a791dbcb39228af4ea4049fe5ebdee9c04884be8cca3da835,410 42 927 48 1446 50 1966 51 2486 50 3006 49 3528 47 4047 47 4567 47 5086 47 5606 47 6127 45 6647 44 7167 44 7688 42 8208 42 8728 41 9248 41 9767 41 10287 39 10807 38 11327 37 11847 36 12367 35 12886 35 13406 35 13926 34 14445 34 14965 33 15484 33 16004 33 16523 33 17042 33 17562 32 18081 32 18600 33 19120 32 19640 33 20160 33 20680 32 21200 31 21719 32 22239 33 22758 34 23278 33 23797 34 24317 35 24836 35 25356 34 25876 34 26396 34 26916 35 27435 36 27954 36 28473 37 28993 37 29513 37 30033 37 30553 37 31072 38 31592 38 32111 39 32631 39 33150 40 33669 41 34188 44 34708 45 35227 46 35746 47 36265 49 36785 49 37304 50 37823 51 38342 51 38861 52 39380 52 39899 53 40418 54 40937 55 41456 56 41975 57 42494 57 43014 57 43533 58 44053 57 44573 57 45093 57 45615 54 46138 50 46658 50 47177 51 47697 50 48218 48 48738 47 49258 47 49778 46 50298 45 50818 44 51338 43 51858 42 52378 41 52898 40 53418 39 53938 38 54458 37 54978 36 55498 35 56017 35 56538 33 57058 32 57578 31 58099 29 58619 28 59138 28 59658 27 60177 27 60696 27 61216 26 61735 26 62255 26 62775 25 63294 25 63814 24 64334 23 64853 23 65373 22 65893 21 66412 21 66932 20 67451 20 67971 19 68490 19 69011 17 69530 17 70050 16 70569 16 71089 15 71610 13 72129 13 72649 12 73168 12 73687 12 74207 11 74727 10 75247 9 75766 9 76286 8 76805 8 77324 8 77843 8 78362 8 78882 7 79401 7 79920 7 80440 5 80959 5 81477 6 81995 8 82512 10 83030 11 83548 12 84065 14 84583 15 85101 16 85619 17 86138 17 86657 17 87175 18 87693 19 88212 19 88731 19 89250 19 89769 19 90288 19 90808 18 91327 18 91847 17 92366 17 92885 17 93405 16 93924 16 94443 16 94962 16 95482 15 96003 13 96523 12 97042 11 97562 10 98084 4
eea70a7948d25a9a791dbcb39228af4ea4049fe5ebdee9c04884be8cca3da835,35209 2 35727 4 36244 7 36762 8 37280 11 37798 13 38317 12 38835 13 39355 13 39874 13 40393 13 40912 13 41431 13 41950 12 42469 11 42989 8
eea70a7948d25a9a791dbcb39228af4ea4049fe5ebdee9c04884be8cca3da835,129161 2 129674 17 130192 19 130711 18 131233 13
eea70a7948d25a9a791dbcb39228af4ea4049fe5ebdee9c04884be8cca3da835,101695 8 102212 12 102730 16 103247 19 103765 21 104284 23 104803 24 105322 24 105841 25 106360 26 106879 26 107398 27 107917 28 108436 28 108955 29 109474 30 109993 30 110512 30 111032 30 111551 30 112070 30 112590 30 113109 30 113628 31 114146 33 114662 37 115171 47 115686 51 116201 56 116718 58 117235 60 117753 61 118271 62 118789 63 119307 64 119826 64 120345 64 120864 37 120903 25 121384 35 121425 22 121903 34 121945 21 122423 32 122464 21 122943 30 122984 20 123462 28 123503 20 123982 25 124023 19 124503 21 124543 18 125023 17 125063 17 125544 10 125582 17 126102 16 126623 14 127143 13 127662 13 128182 12 128702 11 129222 10 129742 9 130262 7
eea70a7948d25a9a791dbcb39228af4ea4049fe5ebdee9c04884be8cca3da835,62233 8 62750 12 63267 15 63786 16 64304 17 64823 18 65342 18 65861 19 66380 20 66899 20 67418 21 67936 22 68454 23 68973 24 69491 25 70010 26 70529 26 71048 26 71567 26 72086 26 72605 26 73124 26 73644 25 74163 25 74682 24 75201 24 75721 22 76240 22 76759 22 77278 21 77798 20 78317 19 78837 17 79357 15 79878 12 80399 7
eea70a7948d25a9a791dbcb39228af4ea4049fe5ebdee9c04884be8cca3da835,13996 4 14514 6 15032 8 15550 9 16068 12 16586 14 17104 15 17623 15 18142 16 18661 16 19180 16 19699 16 20217 17 20736 16 21255 16 21774 16 22293 16 22812 16 23331 16 23850 16 24369 16 24888 15 25408 13 25927 12 26447 11 26969 6
53df5150ee56253fe5bc91a9230d377bb21f1300f443ba45a758bcb01a15c0e4,60675 6 60930 10 61185 12 61441 14 61697 15 61953 16 62209 17 62465 18 62721 18 62977 19 63233 20 63489 20 63745 20 64001 20 64257 21 64513 21 64769 21 65026 20 65283 18
53df5150ee56253fe5bc91a9230d377bb21f1300f443ba45a758bcb01a15c0e4,21767 4 22020 9 22275 10 22530 11 22786 11 23042 11 23298 11 23554 11 23810 11 24066 10 24323 8 24581 4
53df5150ee56253fe5bc91a9230d377bb21f1300f443ba45a758bcb01a15c0e4,12843 7 13099 8 13354 11 13610 11 13867 12 14123 12 14379 13 14635 14 14892 13 15149 12 15406 11 15663 10 15921 8 16178 6
53df5150ee56253fe5bc91a9230d377bb21f1300f443ba45a758bcb01a15c0e4,33864 4 34119 6 34373 9 34628 11 34883 12 35139 12 35395 12 35651 11 35906 11 36162 11 36419 9 36675 9 36932 6 37189 4
53df5150ee56253fe5bc91a9230d377bb21f1300f443ba45a758bcb01a15c0e4,21091 4 21346 7 21601 10 21856 12 22111 14 22367 14 22623 15 22879 15 23136 15 23392 15 23649 14 23905 13 24163 11 24419 10 24678 5
53df5150ee56253fe5bc91a9230d377bb21f1300f443ba45a758bcb01a15c0e4,12405 4 12660 6 12915 10 13171 10 13427 11 13683 12 13939 12 14195 12 14451 12 14708 11 14965 10 15222 8
53df5150ee56253fe5bc91a9230d377bb21f1300f443ba45a758bcb01a15c0e4,50830 7 51085 8 51341 9 51596 11 51852 11 52107 12 52363 12 52619 13 52875 13 53131 13 53387 13 53643 13 53899 13 54155 13 54411 13 54667 13 54923 12 55179 12 55435 12 55691 11 55949 8 56205 8
53df5150ee56253fe5bc91a9230d377bb21f1300f443ba45a758bcb01a15c0e4,29845 2 30100 4 30354 8 30609 10 30865 10 31121 10 31377 10 31633 10 31888 11 32144 11 32400 10 32656 9 32913 7 33169 6
53df5150ee56253fe5bc91a9230d377bb21f1300f443ba45a758bcb01a15c0e4,1954 3 2207 10 2463 11 2718 14 2974 15 3229 17 3485 17 3741 18 3998 17 4255 16 4511 17 4769 14 5026 13 5285 9 5543 6
53df5150ee56253fe5bc91a9230d377bb21f1300f443ba45a758bcb01a15c0e4,28327 5 28581 8 28837 10 29092 11 29347 13 29603 14 29859 14 30115 14 30372 13 30628 13 30885 12 31141 12 31397 11 31653 11 31911 8 32167 7
53df5150ee56253fe5bc91a9230d377bb21f1300f443ba45a758bcb01a15c0e4,19924 2 20177 8 20433 8 20688 10 20943 12 21199 12 21455 12 21711 13 21967 13 22223 14 22479 14 22735 14 22991 14 23247 14 23504 12 23761 10 24017 10 24275 7 24533 3
53df5150ee56253fe5bc91a9230d377bb21f1300f443ba45a758bcb01a15c0e4,213 10 469 12 724 14 980 15 1235 16 1491 16 1747 16 2003 16 2259 17 2516 16 2773 16 3029 16 3285 16 3541 16 3799 13 4055 12 4316 5
53df5150ee56253fe5bc91a9230d377bb21f1300f443ba45a758bcb01a15c0e4,53988 3 54243 6 54497 10 54752 12 55007 14 55263 15 55519 16 55775 16 56031 18 56287 18 56544 17 56801 17 57057 18 57314 17 57571 16 57827 16 58084 15 58341 14 58599 12 58855 12 59113 10 59370 8 59628 4
a4816cc1fb76cb3c5e481186833fc0ae9cf426a1406a2607e974e65e9cddba4f,25433 5 25952 6 26470 7 26989 8 27508 8 28027 8 28546 8 29065 8 29584 8 30103 8 30622 8 31141 8 31163 2 31660 8 31677 12 32180 7 32194 16 32699 8 32710 20 33219 30 33739 30 34259 29 34778 29 35297 29 35816 29 36335 29 36854 29 37372 30 37891 30 38410 30 38929 30 39447 31 39966 30 40485 30 41004 30 41522 30 42041 29 42560 28 43079 28 43598 27 44118 26 44637 25 45157 23 45676 22 46196 20 46716 18 47237 14 47758 11
a4816cc1fb76cb3c5e481186833fc0ae9cf426a1406a2607e974e65e9cddba4f,25 8 540 16 1058 20 1576 22 2094 23 2612 25 3131 25 3650 25 4169 25 4688 26 5206 27 5725 27 6243 28 6762 28 7280 29 7799 30 8318 30 8837 30 9356 30 9875 29 10394 29 10913 29 11431 29 11951 28 12470 28 12989 28 13508 28 14028 26 14548 25 15067 24 15587 22 16106 21 16626 20 17146 17 17668 12 18191 5
a4816cc1fb76cb3c5e481186833fc0ae9cf426a1406a2607e974e65e9cddba4f,77889 1 78404 9 78920 14 79437 18 79956 19 80474 21 80993 21 81512 22 82031 23 82549 24 83068 25 83587 25 84106 25 84625 26 85144 26 85663 26 86182 26 86701 26 87220 26 87740 25 88259 25 88778 24 89297 24 89817 23 90336 22 90856 20 91376 18 91896 17 92416 15 92937 11
a4816cc1fb76cb3c5e481186833fc0ae9cf426a1406a2607e974e65e9cddba4f,40016 9 40532 14 41050 17 41567 19 42085 21 42604 21 43122 23 43640 24 44158 25 44677 25 45195 26 45714 26 46233 25 46752 25 47271 25 47790 25 48309 24 48828 24 49347 24 49866 23 50386 21 50906 20 51426 19 51946 17 52467 13 52989 7
a4816cc1fb76cb3c5e481186833fc0ae9cf426a1406a2607e974e65e9cddba4f,113718 13 114234 18 114752 21 115269 24 115787 27 116305 29 116824 31 117342 33 117860 35 118378 37 118897 39 119416 40 119935 40 120454 40 120973 41 121492 41 122012 41 122531 42 123051 41 123570 41 124090 41 124609 41 125128 41 125648 41 126168 40 126688 40 127208 40 127728 40 128248 41 128768 41 129289 40 129809 40 130330 37 130852 33
a4816cc1fb76cb3c5e481186833fc0ae9cf426a1406a2607e974e65e9cddba4f,9923 4 10439 11 10957 14 11474 18 11992 19 12510 21 13028 24 13547 24 14065 26 14583 27 15101 29 15620 30 16139 31 16658 31 17176 32 17695 33 18214 33 18733 33 19252 33 19770 34 20290 33 20809 33 21328 33 21848 32 22367 32 22886 32 23407 30 23928 28 24448 27 24969 25 25489 23 26009 22 26530 18 27050 16 27571 12 28092 8
a4816cc1fb76cb3c5e481186833fc0ae9cf426a1406a2607e974e65e9cddba4f,69106 7 69622 13 70139 17 70656 19 71174 21 71692 23 72210 25 72729 25 73247 26 73765 27 74283 28 74802 28 75321 28 75839 29 76358 30 76877 29 77396 29 77915 29 78433 30 78953 29 79472 29 79991 29 80510 29 81029 28 81548 28 82067 27 82586 27 83106 25 83625 25 84144 25 84664 24 85183 24 85703 23 86221 25 86740 25 87259 26 87778 27 88296 28 88815 29 89335 28 89854 29 90373 30 90892 30 91411 30 91929 31 92448 31 92967 31 93486 31 94005 31 94524 31 95043 31 95562 30 96080 30 96598 31 97115 32 97631 34 98148 34 98666 33 99183 34 99702 33 100220 33 100738 34 101256 35 101774 36 102293 36 102812 35 103331 35 103850 35 104369 35 104888 34 105407 33 105926 33 106445 32 106964 32 107485 30 108005 28 108525 26 109045 24 109566 20 110087 16 110607 13 111130 6 111652 1
a4816cc1fb76cb3c5e481186833fc0ae9cf426a1406a2607e974e65e9cddba4f,49902 9 50417 16 50934 18 51451 21 51969 22 52487 24 53005 25 53523 27 54041 28 54559 28 54605 4 55077 29 55117 17 55596 30 55631 25 56115 61 56633 64 57152 65 57671 65 58190 65 58710 24 58736 38 59229 23 59255 38 59749 22 59773 38 60269 18 60292 37 60789 16 60812 35 61309 12 61330 36 61849 36 62368 35 62887 34 63407 32 63927 29 64447 26 64967 23 65489 18 66018 4
